id,naslov,avtor,ocene,povprecje,stevilo_glasujocih,tocke
8755776,City of Lost Souls,Cassandra Clare,"341,196",4.30,451,"36,264"
2493,The Time Machine,H.G. Wells,"318,703",3.87,517,"36,228"
44186,The Monster at the End of this Book,Jon Stone,"108,253",4.45,437,"35,646"
11297,Norwegian Wood,Haruki Murakami,"231,949",4.03,412,"35,563"
301082,Dead Until Dark,Charlaine Harris,"453,541",3.96,447,"35,295"
11857408,Fifty Shades Darker,E.L. James,"636,137",3.86,413,"35,237"
5113,Franny and Zooey,J.D. Salinger,"166,247",3.98,443,"34,691"
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"225,531",4.26,484,"34,548"
4929,Kafka on the Shore,Haruki Murakami,"208,084",4.13,392,"34,376"
227443,Bridget Jones's Diary,Helen Fielding,"778,658",3.75,473,"34,275"
122,The Power of One,Bryce Courtenay,"63,547",4.34,390,"34,085"
19089,Middlemarch,George Eliot,"111,671",3.94,421,"33,527"
1215032,The Wise Man's Fear,Patrick Rothfuss,"300,626",4.57,366,"33,395"
9520360,The Son of Neptune,Rick Riordan,"330,490",4.44,420,"33,380"
37781,Things Fall Apart,Chinua Achebe,"222,702",3.62,429,"33,170"
65605,The Magician's Nephew,C.S. Lewis,"315,920",4.02,459,"33,127"
14942,Mrs. Dalloway,Virginia Woolf,"169,174",3.78,428,"32,206"
16793,Stardust,Neil Gaiman,"286,987",4.08,413,"32,060"
13536860,Fifty Shades Freed,E.L. James,"622,004",3.88,379,"32,042"
10920,Cold Mountain,Charles Frazier,"194,984",3.84,431,"31,941"
32542,A Time to Kill,John Grisham,"623,614",4.04,436,"31,933"
14905,The Complete Novels,Jane Austen,"23,089",4.55,430,"31,872"
16068905,Fangirl,Rainbow Rowell,"404,568",4.11,363,"31,790"
5826,Bel Canto,Ann Patchett,"206,333",3.92,381,"31,721"
21,A Short History of Nearly Everything,Bill Bryson,"216,504",4.19,381,"31,588"
6334,Never Let Me Go,Kazuo Ishiguro,"344,053",3.81,388,"31,562"
4374400,If I Stay,Gayle Forman,"594,675",3.96,379,"31,560"
7733,Gulliver's Travels,Jonathan Swift,"194,520",3.56,484,"31,439"
18710190,Allegiant,Veronica Roth,"686,578",3.63,378,"31,301"
3153910,The Art of Racing in the Rain,Garth Stein,"366,765",4.19,367,"30,980"
47281,Number the Stars,Lois Lowry,"352,130",4.12,413,"30,864"
646462,The Qur'an / القرآن الكريم,Allah,"45,696",4.34,348,"30,750"
7588,A Portrait of the Artist as a Young Man,James Joyce,"106,477",3.61,406,"30,702"
19288043,Gone Girl,Gillian Flynn,"1,708,773",4.04,379,"30,687"
3685,Black Beauty,Anna Sewell,"201,084",3.95,444,"30,541"
6327,The Witches,Roald Dahl,"245,963",4.17,410,"30,480"
310259,Love You Forever,Robert Munsch,"169,008",4.35,383,"30,338"
9275658,Legend,Marie Lu,"335,468",4.19,345,"30,286"
8921,The Hound of the Baskervilles,Arthur Conan Doyle,"186,934",4.09,423,"30,124"
6304335,Beautiful Creatures,Kami Garcia,"473,177",3.76,371,"30,026"
48855,The Diary of a Young Girl,Anne Frank,"2,133,147",4.11,398,"30,024"
5805,V for Vendetta,Alan Moore,"224,644",4.25,392,"29,805"
42899,Dark Lover,J.R. Ward,"248,013",4.21,345,"29,619"
45978,Eldest,Christopher Paolini,"282,009",3.96,383,"29,513"
5148,A Separate Peace,John Knowles,"166,096",3.56,402,"29,492"
12127750,The Mark of Athena,Rick Riordan,"329,058",4.46,361,"29,445"
391729,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,"199,358",4.15,426,"29,175"
43615,The Gunslinger,Stephen King,"398,308",3.97,360,"29,153"
46799,Go Ask Alice,Beatrice Sparks,"209,719",3.77,388,"28,961"
43035,White Fang,Jack London,"118,938",3.94,421,"28,942"
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"258,649",4.08,376,"28,898"
15745753,Eleanor &amp; Park,Rainbow Rowell,"625,463",4.10,332,"28,713"
52357,Beowulf,Unknown,"187,345",3.42,412,"28,623"
45032,Mansfield Park,Jane Austen,"234,692",3.84,405,"28,596"
77013,As I Lay Dying,William Faulkner,"114,398",3.72,381,"28,563"
2213661,The Graveyard Book,Neil Gaiman,"343,668",4.12,365,"28,544"
84981,Tuck Everlasting,Natalie Babbitt,"189,482",3.86,386,"28,352"
5526,Dear John,Nicholas Sparks,"469,700",4.02,358,"28,302"
3985,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,"161,245",4.17,341,"28,073"
7791997,Crescendo,Becca Fitzpatrick,"239,979",4.07,345,"28,033"
17150,My Ántonia,Willa Cather,"104,124",3.77,379,"27,834"
60748,A Child Called &quot;It&quot;,Dave Pelzer,"326,949",4.09,360,"27,829"
2248573,Brisingr,Christopher Paolini,"235,789",4.03,361,"27,717"
6400090,The Last Song,Nicholas Sparks,"452,029",4.14,338,"27,643"
11713,The English Patient,Michael Ondaatje,"94,445",3.88,371,"27,299"
5358,The Firm,Robin A.H. Waterfield,"499,262",3.99,403,"27,284"
22232,Stargirl,Jerry Spinelli,"253,778",3.75,328,"27,156"
14836,Midnight's Children,Salman Rushdie,"87,524",3.99,328,"27,110"
12578077,Obsidian,Jennifer L. Armentrout,"183,252",4.23,303,"27,022"
15195,The Complete Maus,Art Spiegelman,"89,869",4.53,343,"26,756"
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,"160,624",3.76,338,"26,521"
67896,Tao Te Ching,Lao Tzu,"83,947",4.32,338,"26,459"
76778,The Martian Chronicles,Ray Bradbury,"163,608",4.13,354,"26,304"
6952,Like Water for Chocolate,Laura Esquivel,"290,785",3.94,373,"26,231"
228665,The Eye of the World,Robert Jordan,"287,375",4.18,306,"26,102"
130440,Doctor Zhivago,Boris Pasternak,"67,847",4.03,391,"26,102"
251688,Breakfast at Tiffany's,Truman Capote,"168,787",3.90,364,"25,671"
16631,Steppenwolf,Hermann Hesse,"102,168",4.11,327,"25,647"
2932,Robinson Crusoe,Daniel Defoe,"204,377",3.66,390,"25,572"
18122,The Amber Spyglass,Philip Pullman,"227,132",4.07,329,"25,513"
7260188,Mockingjay,Suzanne Collins,"1,925,853",4.03,329,"25,467"
3975774,Evermore,Alyson Noel,"240,557",3.59,308,"25,415"
15645,Inferno,Dante Alighieri,"114,241",3.99,346,"25,259"
15507958,Me Before You,Jojo Moyes,"784,942",4.27,286,"24,899"
11590,'Salem's Lot,Stephen King,"255,295",3.99,339,"24,843"
5364,Dragonfly in Amber,Diana Gabaldon,"222,152",4.31,311,"24,833"
2184798,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,"5,785",4.05,249,"24,671"
13152,The Angel Experiment,James Patterson,"187,818",4.08,301,"24,525"
30597,The Hunchback of Notre-Dame,Victor Hugo,"139,854",3.98,358,"24,515"
22463,The Origin of Species,Charles Darwin,"79,104",3.98,337,"24,497"
5211,A Fine Balance,Rohinton Mistry,"107,279",4.35,292,"24,404"
10429045,Shatter Me,Tahereh Mafi,"209,923",4.00,277,"24,332"
12220,A Streetcar Named Desire,Tennessee Williams,"222,183",3.97,371,"24,206"
49628,Cloud Atlas,David Mitchell,"177,973",4.01,290,"24,045"
6319,The BFG,Roald Dahl,"279,775",4.22,326,"23,903"
12898,Death of a Salesman,Arthur Miller,"152,214",3.49,375,"23,769"
119324,The Subtle Knife,Philip Pullman,"282,576",4.11,321,"23,712"
7937843,Room,Emma Donoghue,"580,562",4.04,289,"23,555"
386187,Midnight in the Garden of Good and Evil,John Berendt,"181,485",3.91,335,"23,420"
4980,Breakfast of Champions,Kurt Vonnegut,"192,078",4.08,298,"23,407"
1103,Snow Flower and the Secret Fan,Lisa See,"299,203",4.06,297,"23,398"
14706,Faust: First Part,Johann Wolfgang von Goethe,"50,582",3.93,311,"23,350"
7354,The Shipping News,Annie Proulx,"112,913",3.84,320,"23,245"
11324204,Houdini Heart,Ki Longfellow,"1,741",4.25,240,"23,178"
28676,American Psycho,Bret Easton Ellis,"184,980",3.81,280,"23,135"
6936382,Anna and the French Kiss,Stephanie Perkins,"300,774",4.06,265,"23,061"
136116,The Scarlet Pimpernel,Emmuska Orczy,"106,115",4.06,293,"22,855"
6759,Infinite Jest,David Foster Wallace,"59,507",4.31,248,"22,640"
9969571,Ready Player One,Ernest Cline,"492,953",4.31,253,"22,638"
15717943,Hopeless,Colleen Hoover,"216,909",4.33,252,"22,562"
28862,The Prince,Niccolò Machiavelli,"190,873",3.78,321,"22,558"
285092,High Fidelity,Nick Hornby,"153,985",3.94,278,"22,543"
8490112,Daughter of Smoke &amp; Bone,Laini Taylor,"242,088",4.04,263,"22,373"
187181,The Chosen,Chaim Potok,"74,847",4.04,302,"22,267"
11989,The Plague,Albert Camus,"116,548",3.97,307,"22,264"
7735333,Matched,Ally Condie,"551,907",3.68,276,"22,259"
101299,The Reader,Bernhard Schlink,"145,747",3.73,313,"22,138"
68428,The Final Empire,Brandon Sanderson,"255,910",4.43,243,"22,123"
3950967,The Tales of Beedle the Bard,J.K. Rowling,"331,783",4.07,315,"22,105"
43448,Flowers in the Attic,V.C. Andrews,"126,413",3.80,296,"21,950"
14866,Nineteen Minutes,Jodi Picoult,"259,672",4.10,275,"21,919"
676924,Betrayed,P.C. Cast,"215,963",3.93,283,"21,807"
28921,The Remains of the Day,Kazuo Ishiguro,"135,729",4.11,308,"21,770"
7235533,The Way of Kings,Brandon Sanderson,"180,917",4.64,228,"21,585"
8755785,City of Heavenly Fire,Cassandra Clare,"215,757",4.47,265,"21,471"
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"565,971",4.39,256,"21,424"
14201,Jonathan Strange &amp; Mr Norrell,Susanna Clarke,"161,780",3.81,265,"21,343"
10956,The Virgin Suicides,Jeffrey Eugenides,"190,127",3.83,277,"21,306"
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"83,287",4.18,248,"21,198"
2866718,Untamed,P.C. Cast,"200,639",3.95,271,"21,041"
249747,Artemis Fowl,Eoin Colfer,"412,337",3.83,274,"20,865"
13497,A Feast for Crows,George R.R. Martin,"501,616",4.11,273,"20,848"
53835,The Age of Innocence,Edith Wharton,"118,415",3.93,291,"20,688"
42900,Lover Awakened,J.R. Ward,"145,350",4.45,241,"20,469"
33,The Lord of the Rings,J.R.R. Tolkien,"453,840",4.48,247,"20,293"
22328,Neuromancer,William Gibson,"209,481",3.88,251,"20,241"
23302416,Wonder,R.J. Palacio,"449,109",4.45,231,"20,120"
34080,The Waste Land,T.S. Eliot,"33,432",4.11,278,"20,041"
11422,Redeeming Love,Francine Rivers,"167,137",4.49,227,"19,994"
19302,Pippi Longstocking,Astrid Lindgren,"135,663",4.11,296,"19,984"
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,"477,614",3.80,296,"19,930"
5308,The Pearl,John Steinbeck,"152,536",3.42,307,"19,831"
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"276,181",3.80,304,"19,801"
33600,Shantaram,Gregory David Roberts,"118,354",4.26,225,"19,730"
21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"366,675",3.99,257,"19,677"
50398,Northanger Abbey,Jane Austen,"242,541",3.80,290,"19,664"
1326258,Chosen,P.C. Cast,"197,244",3.91,254,"19,592"
4137,Me Talk Pretty One Day,David Sedaris,"529,765",3.97,261,"19,441"
41681,The Jungle,Upton Sinclair,"112,313",3.72,266,"19,286"
6411961,The Lost Symbol,Dan Brown,"422,712",3.67,250,"19,170"
862041,Harry Potter Boxset,J.K. Rowling,"211,757",4.74,233,"19,141"
11012,Dubliners,James Joyce,"95,489",3.86,274,"19,080"
256566,Everything Is Illuminated,Jonathan Safran Foer,"147,833",3.90,233,"19,000"
77142,Snow Falling on Cedars,David Guterson,"141,589",3.81,269,"18,982"
690926,The Twilight Collection,Stephenie Meyer,"42,696",3.79,242,"18,977"
17716,Waiting for Godot,Samuel Beckett,"121,097",3.82,255,"18,952"
9460487,Miss Peregrine’s Home for Peculiar Children,Ransom Riggs,"728,300",3.89,234,"18,880"
18007564,The Martian,Andy Weir,"568,670",4.40,217,"18,636"
140225,The Voyage of the Dawn Treader,C.S. Lewis,"335,803",4.08,270,"18,527"
59716,To the Lighthouse,Virginia Woolf,"99,664",3.76,252,"18,512"
4406,East of Eden,John Steinbeck,"348,530",4.35,223,"18,481"
18765,"I, Claudius",Robert Graves,"43,686",4.27,243,"18,439"
10644930,11/22/63,Stephen King,"319,830",4.29,222,"18,064"
3087,A Room with a View,E.M. Forster,"124,766",3.91,271,"17,970"
84369,The Last Battle,C.S. Lewis,"180,057",4.03,260,"17,948"
6644117,The Iron King,Julie Kagawa,"166,712",3.92,214,"17,876"
10664113,A Dance with Dragons,George R.R. Martin,"443,960",4.31,234,"17,815"
8709527,Bloodlines,Richelle Mead,"149,834",4.22,225,"17,808"
41804,"I, Robot",Isaac Asimov,"216,579",4.18,245,"17,691"
31242,Bleak House,Charles Dickens,"79,142",4.00,242,"17,667"
12127810,The House of Hades,Rick Riordan,"187,671",4.55,221,"17,623"
13214,I Know Why the Caged Bird Sings,Maya Angelou,"300,795",4.20,254,"17,561"
30933,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,"78,997",4.00,239,"17,558"
10987,Voyager,Diana Gabaldon,"197,168",4.38,226,"17,537"
17927395,A Court of Mist and Fury,Sarah J. Maas,"152,683",4.71,189,"17,492"
7740152,Torment,Lauren Kate,"186,608",3.89,216,"17,415"
10592,Carrie,Stephen King,"392,489",3.93,256,"17,352"
5797,Vanity Fair,William Makepeace Thackeray,"101,263",3.77,247,"17,181"
179780,The Exorcist,William Peter Blatty,"138,407",4.14,252,"17,123"
51606,Johnny Got His Gun,Dalton Trumbo,"28,238",4.16,210,"17,017"
14743,The God Delusion,Richard Dawkins,"185,459",3.90,215,"16,952"
6485421,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare,"59,240",4.57,212,"16,894"
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"295,207",3.64,231,"16,874"
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,"62,878",4.21,266,"16,781"
20448515,Bared to You,Sylvia Day,"396,918",4.19,194,"16,699"
11901,The Witching Hour,Anne Rice,"90,170",4.11,221,"16,662"
3682,A Great and Terrible Beauty,Libba Bray,"185,222",3.79,205,"16,568"
30289,The Republic,Plato,"129,972",3.91,249,"16,539"
1421990,Halfway to the Grave,Jeaniene Frost,"116,927",4.18,196,"16,493"
4268157,Perfect Chemistry,Simone Elkeles,"211,882",4.07,193,"16,428"
47401,Chocolat,Joanne Harris,"95,724",3.95,245,"16,428"
156538,North and South,Elizabeth Gaskell,"112,567",4.13,216,"16,412"
31548,Of Human Bondage,W. Somerset Maugham,"39,743",4.12,232,"16,357"
18635016,The One,Kiera Cass,"253,499",4.21,193,"16,319"
6150,"Cry, the Beloved Country",Alan Paton,"55,463",3.87,224,"16,294"
43889,Wizard's First Rule,Terry Goodkind,"194,832",4.13,192,"16,180"
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"356,398",4.01,203,"16,120"
830,Snow Crash,Neal Stephenson,"194,121",4.03,187,"16,111"
2800905,The Summoning,Kelley Armstrong,"140,011",4.03,199,"16,107"
197084,Are You My Mother?,P.D. Eastman,"183,691",4.17,238,"16,007"
16101128,The 5th Wave,Rick Yancey,"308,685",4.09,189,"15,992"
4799,Cannery Row,John Steinbeck,"92,467",4.02,231,"15,956"
1656001,The Host,Stephenie Meyer,"791,779",3.84,196,"15,625"
17167166,Crown of Midnight,Sarah J. Maas,"203,403",4.49,184,"15,609"
56728,You Are Special,Max Lucado,"43,790",4.45,184,"15,570"
1420,Hamlet,William Shakespeare,"595,795",4.01,199,"15,452"
51738,Just Listen,Sarah Dessen,"212,478",4.06,187,"15,433"
5890,The Woman in White,Wilkie Collins,"106,882",3.99,221,"15,301"
227265,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,"67,931",3.98,181,"15,293"
2299110,Acheron,Sherrilyn Kenyon,"48,830",4.59,177,"15,251"
420282,The Polar Express,Chris Van Allsburg,"181,907",4.29,241,"15,223"
11408650,The Unbecoming of Mara Dyer,Michelle Hodkin,"133,655",4.09,172,"15,156"
32049,Lady Chatterley's Lover,D.H. Lawrence,"79,472",3.49,237,"15,151"
8909,The War of the Worlds,H.G. Wells,"190,143",3.80,233,"15,101"
764347,Unwind,Neal Shusterman,"158,882",4.18,178,"15,085"
140077,Dead to the World,Charlaine Harris,"216,802",4.13,201,"15,079"
51737,The Truth About Forever,Sarah Dessen,"188,602",4.13,181,"15,074"
92517,The Glass Menagerie,Tennessee Williams,"95,664",3.68,246,"15,057"
4009,Nine Stories,J.D. Salinger,"119,432",4.19,202,"15,050"
4134071,Hunted,P.C. Cast,"148,756",3.93,195,"15,021"
10637766,Silence,Becca Fitzpatrick,"207,573",4.16,187,"14,980"
24861,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"52,504",4.11,180,"14,845"
93101,The Arabian Nights,Anonymous,"58,740",4.06,217,"14,756"
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"309,075",4.12,208,"14,735"
92307,Being and Time,Martin Heidegger,"16,138",4.00,150,"14,721"
83144,The Bronze Horseman,Paullina Simons,"50,841",4.33,162,"14,712"
556602,Sarah's Key,Tatiana de Rosnay,"356,442",4.14,193,"14,690"
2318271,The Last Lecture,Randy Pausch,"256,440",4.25,184,"14,677"
7747374,I Am Number Four,Pittacus Lore,"278,388",3.94,188,"14,642"
12957,Much Ado About Nothing,William Shakespeare,"189,926",4.06,219,"14,612"
11899,The Hours,Michael Cunningham,"110,296",3.92,201,"14,385"
30868,The Bean Trees,Barbara Kingsolver,"117,076",3.95,210,"14,339"
1625,Twelfth Night,William Shakespeare,"132,569",3.97,222,"14,334"
12749,Swann's Way,Marcel Proust,"33,580",4.14,178,"14,265"
31122,I Capture the Castle,Dodie Smith,"68,128",4.00,185,"14,252"
8667848,A Discovery of Witches,Deborah Harkness,"259,546",3.99,171,"14,222"
305234,Wicked Lovely,Melissa Marr,"138,112",3.69,176,"14,206"
17061,Coraline,Neil Gaiman,"363,621",4.04,195,"14,140"
31463,Far from the Madding Crowd,Thomas Hardy,"101,456",3.92,209,"14,053"
366522,P.S. I Love You,Cecelia Ahern,"292,526",4.01,180,"14,000"
15863832,Angelfall,Susan Ee,"133,544",4.18,155,"13,891"
15638,Cyrano de Bergerac,Edmond Rostand,"62,688",4.06,201,"13,874"
5439,Interpreter of Maladies,Jhumpa Lahiri,"131,127",4.13,184,"13,872"
77767,Little House on the Prairie,Laura Ingalls Wilder,"211,119",4.18,222,"13,788"
84119,The Horse and His Boy,C.S. Lewis,"216,947",3.91,209,"13,786"
13372690,Slammed,Colleen Hoover,"180,982",4.28,155,"13,754"
518848,Sabriel,Garth Nix,"150,439",4.17,168,"13,736"
656,War and Peace,Leo Tolstoy,"203,795",4.11,172,"13,686"
24128,The Merchant of Venice,William Shakespeare,"133,200",3.79,214,"13,674"
7090447,The Red Pyramid,Rick Riordan,"254,873",4.07,182,"13,536"
8337,Little House in the Big Woods,Laura Ingalls Wilder,"186,597",4.17,216,"13,485"
5064,World Without End,Ken Follett,"152,986",4.24,179,"13,475"
10583,Pet Sematary,Stephen King,"304,102",3.92,195,"13,474"
179064,The Goose Girl,Shannon Hale,"98,881",4.18,166,"13,458"
10988,Drums of Autumn,Diana Gabaldon,"154,408",4.34,170,"13,456"
5527,All the King's Men,Robert Penn Warren,"47,952",4.08,186,"13,425"
16248068,The Elite,Kiera Cass,"286,528",4.02,166,"13,392"
70535,2001: A Space Odyssey,Arthur C. Clarke,"188,652",4.12,181,"13,369"
227571,Peace Like a River,Leif Enger,"63,444",3.98,161,"13,238"
29127,The Last Unicorn,Peter S. Beagle,"82,811",4.18,169,"13,215"
13006,Julius Caesar,William Shakespeare,"140,324",3.66,213,"13,208"
35729,Lover Eternal,J.R. Ward,"151,290",4.35,164,"13,156"
20613470,Heir of Fire,Sarah J. Maas,"159,390",4.53,152,"13,123"
6482837,Before I Fall,Lauren Oliver,"247,159",3.91,156,"13,043"
23522,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,"36,747",3.99,195,"13,007"
13188676,Ignite Me,Tahereh Mafi,"96,367",4.44,149,"12,952"
3591262,Cutting for Stone,Abraham Verghese,"291,787",4.28,163,"12,951"
10576365,The Darkest Minds,Alexandra Bracken,"95,025",4.25,146,"12,872"
7967,Speaker for the Dead,Orson Scott Card,"188,276",4.05,162,"12,854"
27003,The Eyre Affair,Jasper Fforde,"97,353",3.91,163,"12,709"
902,The Westing Game,Ellen Raskin,"129,669",4.03,168,"12,624"
2536134,Gone,Michael  Grant,"158,574",3.86,150,"12,600"
7304203,Shadowfever,Karen Marie Moning,"82,971",4.44,145,"12,595"
7723542,A Dog's Purpose,W. Bruce Cameron,"82,864",4.35,143,"12,518"
12497,No Country for Old Men,Cormac McCarthy,"114,167",4.13,170,"12,513"
18114322,The Grapes of Wrath,John Steinbeck,"578,340",3.93,171,"12,446"
60510,Poison Study,Maria V. Snyder,"112,689",4.15,149,"12,430"
10441,The Memory Keeper's Daughter,Kim Edwards,"515,215",3.64,176,"12,383"
77390,Anne of Avonlea,L.M. Montgomery,"111,587",4.21,201,"12,366"
3777732,City of Glass,Cassandra Clare,"658,010",4.34,164,"12,352"
27523,Left Behind,Tim LaHaye,"171,336",3.82,165,"12,339"
547094,I Am Legend and Other Stories,Richard Matheson,"105,988",3.99,166,"12,292"
110737,Seabiscuit: An American Legend,Laura Hillenbrand,"120,735",4.20,182,"12,275"
18143977,All the Light We Cannot See,Anthony Doerr,"610,897",4.32,145,"12,230"
8492825,Where She Went,Gayle Forman,"225,629",4.05,153,"12,203"
24768,Pretties,Scott Westerfeld,"207,996",3.85,165,"12,190"
41219,Possession,A.S. Byatt,"61,288",3.88,164,"12,182"
59219,The Talisman,Stephen King,"90,546",4.13,163,"12,173"
43758,The Queen of the Damned,Anne Rice,"120,060",3.87,175,"12,140"
80660,We Need to Talk About Kevin,Lionel Shriver,"120,580",4.07,149,"12,135"
3867,The History of Love,Nicole Krauss,"106,609",3.91,147,"12,095"
77566,Hyperion,Dan Simmons,"137,153",4.21,147,"12,063"
112750,Darkfever,Karen Marie Moning,"128,300",4.13,155,"12,049"
15622,Native Son,Richard Wright,"71,970",3.96,171,"11,919"
52529,The Secret,Rhonda Byrne,"263,174",3.63,157,"11,904"
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"71,429",4.06,164,"11,847"
6262365,Tempted,P.C. Cast,"140,321",3.96,159,"11,832"
682804,The Killer Angels,Michael Shaara,"64,671",4.30,153,"11,760"
7944648,House of Sand and Fog,Andre Dubus III,"107,716",3.83,170,"11,753"
2118745,The Knife of Never Letting Go,Patrick Ness,"118,634",3.96,134,"11,737"
2203,John Adams,David McCullough,"235,491",4.06,160,"11,717"
65641,The Silver Chair,C.S. Lewis,"191,864",3.95,183,"11,710"
10534,The Art of War,Sun Tzu,"222,076",3.96,163,"11,649"
17841,Foucault's Pendulum,Umberto Eco,"50,549",3.89,151,"11,571"
99300,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,"67,434",4.02,170,"11,569"
6853,One for the Money,Janet Evanovich,"418,650",4.03,156,"11,547"
7664041,Inheritance,Christopher Paolini,"169,964",4.09,146,"11,506"
121749,Prince Caspian,C.S. Lewis,"282,138",3.97,196,"11,485"
304027,Lover Unbound,J.R. Ward,"107,166",4.33,146,"11,462"
78433,The Blind Assassin,Margaret Atwood,"115,143",3.95,156,"11,318"
7869,The Bourne Identity,Robert Ludlum,"345,535",3.99,170,"11,303"
16096824,A Court of Thorns and Roses,Sarah J. Maas,"221,473",4.28,130,"11,273"
1554,Oedipus Rex,Sophocles,"140,411",3.68,170,"11,196"
2767,A People's History of the United States,Howard Zinn,"151,088",4.07,155,"11,133"
7631105,The Scorch Trials,James Dashner,"360,617",3.93,140,"11,102"
13831,Alanna: The First Adventure,Tamora Pierce,"95,042",4.27,138,"11,062"
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"152,904",3.68,142,"11,056"
196970,The Night Before Christmas,Clement C. Moore,"95,737",4.36,187,"11,044"
14290364,Champion,Marie Lu,"130,935",4.37,130,"11,035"
16286,The Magus,John Fowles,"38,699",4.05,143,"10,982"
10965,A Breath of Snow and Ashes,Diana Gabaldon,"107,764",4.43,141,"10,970"
415,Gravity's Rainbow,Thomas Pynchon,"29,344",4.03,129,"10,871"
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"74,756",3.95,161,"10,745"
960,Angels &amp; Demons,Dan Brown,"2,172,366",3.86,140,"10,742"
14249,Prodigal Summer,Barbara Kingsolver,"82,770",3.98,148,"10,697"
8682,Jitterbug Perfume,Tom Robbins,"56,903",4.24,135,"10,686"
27266,Glass Houses,Rachel Caine,"83,795",3.92,135,"10,551"
13642,A Wizard of Earthsea,Ursula K. Le Guin,"172,976",3.99,142,"10,522"
3388,Corelli's Mandolin,Louis de Bernières,"67,233",3.95,140,"10,426"
73968,Love Story,Erich Segal,"45,945",3.61,165,"10,424"
3478,Message in a Bottle,Nicholas Sparks,"196,746",3.95,150,"10,422"
10967,The Fiery Cross,Diana Gabaldon,"126,826",4.26,136,"10,356"
6882,Papillon,Henri Charrière,"44,653",4.23,144,"10,341"
18423,The Left Hand of Darkness,Ursula K. Le Guin,"76,645",4.05,141,"10,328"
16081272,The Edge of Never,J.A. Redmerski,"130,963",4.26,118,"10,320"
323355,The Book of Mormon: Another Testament of Jesus Christ,Anonymous,"67,061",4.37,113,"10,289"
78411,The Bad Beginning,Lemony Snicket,"307,693",3.90,148,"10,283"
46756,Oryx and Crake,Margaret Atwood,"174,991",4.00,134,"10,267"
37095,The Shell Seekers,Rosamunde Pilcher,"80,342",4.13,157,"10,246"
12000020,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,"135,934",4.35,108,"10,230"
9416,Confessions of a Shopaholic,Sophie Kinsella,"568,056",3.62,136,"10,185"
7061,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,"195,289",3.76,159,"10,183"
13414446,Prodigy,Marie Lu,"167,728",4.29,123,"10,154"
89717,The Haunting of Hill House,Shirley Jackson,"68,834",3.89,137,"10,142"
16143347,We Were Liars,E. Lockhart,"322,862",3.85,114,"10,108"
292408,Angle of Repose,Wallace Stegner,"43,895",4.27,131,"10,102"
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"45,359",4.21,162,"10,080"
42898,Lover Revealed,J.R. Ward,"108,749",4.30,129,"10,076"
47989,Night Watch,Terry Pratchett,"81,416",4.47,127,"10,074"
19351490,Grimm's Fairy Tales,Jacob Grimm,"20,582",4.14,168,"10,052"
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"152,215",4.18,131,"10,018"
2156,Persuasion,Jane Austen,"419,903",4.13,131,"9,996"
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,"161,384",3.82,125,"9,981"
374233,If on a Winter's Night a Traveler,Italo Calvino,"56,407",4.08,121,"9,928"
1431,Veronika Decides to Die,Paulo Coelho,"137,667",3.69,124,"9,927"
12914,The Aeneid,Virgil,"89,320",3.81,148,"9,874"
140082,Club Dead,Charlaine Harris,"200,222",4.03,144,"9,873"
17675462,The Raven Boys,Maggie Stiefvater,"174,705",4.06,112,"9,788"
5098079,Lover Avenged,J.R. Ward,"94,377",4.38,126,"9,777"
