id,naslov,avtor,ocene,povprecje,stevilo_glasujocih,tocke
4692,The Physician,Noah Gordon,"28,021",4.36,30,"2,559"
6447501,Explosion in Paris,Linda Masemore Pirrung,329,4.11,28,"2,552"
431,The New York Trilogy,Paul Auster,"45,207",3.92,33,"2,549"
9508678,The Grand Delusion,Heath Sommer,151,4.16,26,"2,542"
7129598,Nevermore,Kelly Creagh,"26,043",3.87,31,"2,540"
2054,The Long Goodbye,Raymond Chandler,"25,954",4.22,38,"2,533"
13158800,The Light Between Oceans,M.L. Stedman,"307,838",4.01,30,"2,533"
544424,Leaving Paradise,Simone Elkeles,"39,272",4.02,28,"2,532"
60931,Kindred,Octavia E. Butler,"52,747",4.20,34,"2,531"
7897851,Bloodlines,Lindsay Anne Kendal,916,3.70,27,"2,525"
11559200,Shadow of Night,Deborah Harkness,"117,205",4.05,32,"2,521"
12971616,The Rise of Nine,Pittacus Lore,"80,953",4.19,34,"2,518"
13644055,Opposition,Jennifer L. Armentrout,"50,251",4.43,32,"2,518"
357,The Long Dark Tea-Time of the Soul,Douglas Adams,"66,212",4.05,36,"2,509"
58085,The Sight,David Clement-Davies,"11,093",4.13,28,"2,505"
1170158,The Earthsea Trilogy,Ursula K. Le Guin,"15,693",4.25,38,"2,500"
816953,Someone Like You,Sarah Dessen,"87,995",3.94,31,"2,494"
40159,The King of Attolia,Megan Whalen Turner,"25,849",4.37,30,"2,490"
15784909,This Girl,Colleen Hoover,"63,033",4.17,29,"2,489"
248482,Enna Burning,Shannon Hale,"34,527",3.97,32,"2,489"
32559,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,"58,558",4.14,42,"2,480"
10589,Bag of Bones,Stephen King,"143,620",3.88,42,"2,475"
15992857,Baby,J.K. Accinni,797,3.83,25,"2,469"
187812,Avalon High,Meg Cabot,"40,338",3.80,33,"2,464"
187811,Shadowland,Meg Cabot,"55,732",4.04,35,"2,460"
6289938,Fade Out,Rachel Caine,"35,581",4.20,38,"2,459"
616828,Heart of Darkness and The Secret Sharer,Joseph Conrad,"15,345",3.49,39,"2,458"
16181,The Constant Princess,Philippa Gregory,"133,553",3.88,44,"2,458"
5344,Hard Times,Charles Dickens,"44,105",3.51,34,"2,456"
8088,Sunshine,Robin McKinley,"31,636",3.85,30,"2,448"
38500,Women,Charles Bukowski,"48,399",3.89,33,"2,445"
4325,Dreamland,Sarah Dessen,"66,992",3.91,30,"2,445"
16181775,The Rosie Project,Graeme Simsion,"324,879",4.01,28,"2,445"
316845,The Sword in the Stone,T.H. White,"20,224",3.91,42,"2,440"
7664334,Amy &amp; Roger's Epic Detour,Morgan Matson,"74,608",4.04,28,"2,436"
12558285,Splintered,A.G. Howard,"43,441",3.96,29,"2,428"
1398034,Bumi Manusia,Pramoedya Ananta Toer,"11,050",4.38,26,"2,428"
1811543,Magic Burns,Ilona Andrews,"57,956",4.33,33,"2,425"
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"41,383",3.81,33,"2,421"
23395680,Illuminae,Amie Kaufman,"57,220",4.31,27,"2,421"
6837103,The Kitchen House,Kathleen Grissom,"187,611",4.18,30,"2,420"
121127,Faith of the Fallen,Terry Goodkind,"57,726",4.11,30,"2,419"
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,"79,367",4.10,34,"2,418"
6574102,Heist Society,Ally Carter,"80,113",3.91,35,"2,417"
3438000,ثلاثية غرناطة,رضوى عاشور,"30,468",4.29,26,"2,415"
12194,Lord Jim,Joseph Conrad,"23,480",3.61,41,"2,410"
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"61,922",4.29,28,"2,410"
768889,A Storm of Swords: Steel and Snow,George R.R. Martin,"55,001",4.49,33,"2,409"
16077824,Dream Caster,Najeev Raj Nadarajah,178,4.16,24,"2,399"
229432,The Pickwick Papers,Charles Dickens,"20,706",3.82,32,"2,390"
22090082,Vampire Princess Rising,Jami Brumfield,207,4.35,25,"2,380"
31250,Little Dorrit,Charles Dickens,"37,977",3.97,32,"2,379"
178476,Slave to Sensation,Nalini Singh,"50,032",4.12,33,"2,374"
20564,The Mill on the Floss,George Eliot,"40,854",3.78,38,"2,370"
33512,One Thousand White Women: The Journals of May Dodd,Jim Fergus,"95,224",3.88,32,"2,366"
7940583,Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,"1,227",4.09,24,"2,366"
32650,The Return of the Native,Thomas Hardy,"28,751",3.84,36,"2,364"
30274,Circus of the Damned,Laurell K. Hamilton,"81,638",4.16,33,"2,362"
6441509,Shadow Souls,L.J. Smith,"34,613",3.79,33,"2,358"
105549,The Sneetches and Other Stories,Dr. Seuss,"56,888",4.31,37,"2,355"
141828,L'Écume des jours,Boris Vian,"19,720",4.01,28,"2,355"
205476,Our Town,Thornton Wilder,"37,879",3.64,37,"2,353"
6801582,Spells,Aprilynne Pike,"36,875",3.98,32,"2,353"
7728889,The Diviners,Libba Bray,"51,629",3.97,27,"2,349"
16160797,The Cuckoo's Calling,Robert Galbraith,"363,400",3.84,28,"2,349"
16150830,Never Fade,Alexandra Bracken,"52,086",4.32,30,"2,348"
12468,The Executioner's Song,Norman Mailer,"15,622",4.07,35,"2,347"
6871617,This Side of the Grave,Jeaniene Frost,"50,830",4.28,33,"2,346"
332775,Incarceron,Catherine Fisher,"52,902",3.64,30,"2,346"
4570768,Willow,Julia Hoban,"30,233",3.94,28,"2,344"
15924,At First Sight,Nicholas Sparks,"67,971",3.81,33,"2,341"
6261522,The Body Finder,Kimberly Derting,"45,720",3.96,31,"2,340"
40200,The Crimson Petal and the White,Michel Faber,"31,635",3.87,30,"2,339"
139253,The House on Mango Street,Sandra Cisneros,"91,479",3.58,34,"2,336"
5114,"Raise High the Roof Beam, Carpenters &amp; Seymour: An Introduction",J.D. Salinger,"41,412",4.11,35,"2,330"
43328,Rage of Angels,Sidney Sheldon,"30,698",3.92,30,"2,329"
257233,Raintree County,Ross Lockridge Jr.,822,3.97,27,"2,326"
92780,Cold Comfort Farm,Stella Gibbons,"34,458",3.92,35,"2,325"
22293224,Mateguas Island: A Novel of Horror and Suspense,Linda  Watkins,425,3.82,24,"2,324"
6780439,Dark Visions,L.J. Smith,"35,530",4.19,33,"2,322"
136782,Stormbreaker,Anthony Horowitz,"74,778",3.97,31,"2,320"
9565548,Grave Mercy,Robin LaFevers,"78,393",3.92,31,"2,319"
77770,These Happy Golden Years,Laura Ingalls Wilder,"55,373",4.17,35,"2,317"
659469,The Hobbit: Graphic Novel,Chuck Dixon,"159,310",4.48,38,"2,311"
10037,No Exit and Three Other Plays,Jean-Paul Sartre,"23,185",4.09,37,"2,306"
11187932,Blood &amp; Spirits,Dennis Sharpe,136,4.05,24,"2,305"
14748,Good in Bed,Jennifer Weiner,"256,900",3.71,37,"2,301"
59263,The Golem's Eye,Jonathan Stroud,"76,034",4.10,28,"2,301"
20560137,An Ember in the Ashes,Sabaa Tahir,"105,295",4.32,27,"2,301"
30246,Blue Moon,Laurell K. Hamilton,"55,986",4.04,32,"2,298"
393146,The Naming,Alison Croggon,"21,832",4.00,30,"2,296"
49824,The Mammoth Hunters,Jean M. Auel,"52,812",3.88,38,"2,295"
29056083,Harry Potter and the Cursed Child - Parts One and Two,John Tiffany,"444,618",3.73,28,"2,286"
68591,Brida,Paulo Coelho,"56,055",3.46,28,"2,281"
17689,Franz Kafka's The Castle,David Fishelson,"23,552",4.08,37,"2,279"
31456,The Twits,Roald Dahl,"93,205",3.94,35,"2,277"
7779,Horton Hears a Who!,Dr. Seuss,"84,835",4.16,43,"2,276"
6547187,First Drop of Crimson,Jeaniene Frost,"47,196",4.15,32,"2,271"
30119,Where the Sidewalk Ends,Shel Silverstein,"1,049,228",4.29,32,"2,271"
18796,In Search of Lost Time,Marcel Proust,"8,118",4.35,26,"2,270"
690866,The Hundred Secret Senses,Amy Tan,"35,878",3.98,33,"2,267"
77565,The Fall of Hyperion,Dan Simmons,"72,855",4.18,30,"2,265"
596259,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,"13,444",4.61,30,"2,265"
17623975,Just One Day,Gayle Forman,"69,020",4.02,27,"2,264"
84151,Night Play,Sherrilyn Kenyon,"45,311",4.36,32,"2,263"
271199,"Fruits Basket, Vol. 1",Natsuki Takaya,"123,949",4.23,36,"2,262"
144349,The Burning Bridge,John Flanagan,"83,738",4.29,26,"2,256"
33555,What Dreams May Come,Richard Matheson,"9,539",3.96,30,"2,255"
8788554,First Grave on the Right,Darynda Jones,"60,114",4.07,30,"2,254"
9009637,Om Chanting and Meditation,Amit Ray,304,4.59,23,"2,253"
6080337,The Year of the Flood,Margaret Atwood,"81,241",4.06,26,"2,253"
5349,The Rainmaker,John Grisham,"146,003",3.92,40,"2,252"
24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,"49,158",4.63,40,"2,252"
509784,The End of Eternity,Isaac Asimov,"33,096",4.21,28,"2,246"
19547856,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,"80,210",4.27,24,"2,244"
7285498,Angelfire,Courtney Allison Moulton,"28,663",3.93,27,"2,239"
43782,The Mummy,Anne Rice,"39,229",3.82,38,"2,239"
138872,Follow the River,James Alexander Thom,"15,153",4.21,32,"2,238"
6614960,House Rules,Jodi Picoult,"123,025",4.01,30,"2,238"
18297707,Tangled,Emma Chase,"93,374",4.12,28,"2,237"
38169,"Alas, Babylon",Pat Frank,"32,438",4.07,30,"2,235"
270804,Glass,Ellen Hopkins,"54,770",4.28,29,"2,231"
6267237,The Van Alen Legacy,Melissa de la Cruz,"61,502",3.95,36,"2,229"
347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,"69,410",4.03,36,"2,228"
97333,At Swim-Two-Birds,Flann O'Brien,"9,759",3.92,27,"2,227"
30120,Falling Up,Shel Silverstein,"115,940",4.33,40,"2,223"
455373,Sphere,Michael Crichton,"139,465",3.77,33,"2,223"
11438,What We Talk About When We Talk About Love,Raymond Carver,"35,202",4.21,34,"2,220"
7544603,Smaragdgrün,Kerstin Gier,"50,032",4.20,26,"2,219"
78418,The Reptile Room,Lemony Snicket,"147,019",3.96,33,"2,218"
8648,Xenocide,Orson Scott Card,"118,834",3.77,32,"2,214"
776407,The House at Pooh Corner,A.A. Milne,"72,401",4.36,36,"2,214"
6006518,Strange Angels,Lili St. Crow,"36,752",3.78,29,"2,213"
13326831,The Testing,Joelle Charbonneau,"45,281",4.05,28,"2,212"
1055617,The Miracle of Forgiveness,Spencer W. Kimball,"14,281",4.37,30,"2,209"
32263,The Surgeon,Tess Gerritsen,"103,305",4.10,31,"2,209"
62031,The City of Dreaming Books,Walter Moers,"12,328",4.34,25,"2,207"
10746542,The Sense of an Ending,Julian Barnes,"119,051",3.70,22,"2,206"
7201913,Angel,James Patterson,"44,422",4.02,32,"2,202"
21969786,More Than This,Patrick Ness,"33,336",4.03,22,"2,201"
29090898,Resonance,Nelou Keramati,302,4.18,22,"2,200"
92364,Eye of the Needle,Ken Follett,"103,146",4.17,36,"2,197"
15054,Written on the Body,Jeanette Winterson,"20,468",4.08,30,"2,195"
92160,London,Edward Rutherfurd,"21,779",4.06,33,"2,189"
11564,The Girl Who Loved Tom Gordon,Stephen King,"106,451",3.56,34,"2,187"
681552,God's Spy,Juan Gomez-Jurado,"2,286",3.72,22,"2,187"
5941033,Let the Great World Spin,Colum McCann,"81,130",3.93,27,"2,186"
28250,The Novice,Trudi Canavan,"39,884",4.07,29,"2,186"
13615258,Free Four: Tobias Tells the Divergent Knife-Throwing Scene,Veronica Roth,"88,987",4.17,27,"2,185"
80890,Buddenbrooks: The Decline of a Family,Thomas Mann,"15,955",4.14,31,"2,179"
73385,A Knight in Shining Armor,Jude Deveraux,"29,689",4.23,26,"2,179"
138959,Stuart Little,E.B. White,"93,035",3.88,42,"2,178"
608216,The Summer Garden,Paullina Simons,"20,098",4.12,23,"2,177"
261331,The Tea Rose,Jennifer Donnelly,"26,339",4.18,26,"2,167"
9662386,Tiger's Quest,Colleen Houck,"32,306",4.34,25,"2,166"
40526,Time and Again,Jack Finney,"15,038",3.97,29,"2,165"
3086160,The Hour I First Believed,Wally Lamb,"51,388",3.80,28,"2,163"
2753843,Revelations,Melissa de la Cruz,"70,005",3.90,34,"2,159"
4659,A Widow for One Year,John Irving,"51,244",3.75,33,"2,159"
20801439,Circle of Five,Jan Raymond,283,4.18,22,"2,159"
2161733,Child 44,Tom Rob Smith,"58,041",4.08,27,"2,156"
34262,Peter and the Starcatchers,Dave Barry,"61,481",4.02,29,"2,154"
13612739,Seduced in the Dark,C.J. Roberts,"47,602",4.31,26,"2,151"
32585,Hunger,Knut Hamsun,"30,049",4.09,28,"2,150"
3464,True Believer,Nicholas Sparks,"68,977",3.80,32,"2,146"
35231,Lord of Chaos,Robert Jordan,"101,530",4.10,30,"2,146"
668,We the Living,Ayn Rand,"23,168",3.89,28,"2,145"
24780,The Book of Three,Lloyd Alexander,"61,103",4.00,32,"2,142"
160149,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"28,466",4.24,29,"2,141"
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,"21,981",4.40,22,"2,140"
53925,The War of the End of the World,Mario Vargas Llosa,"6,453",4.21,27,"2,139"
30263,Every Which Way But Dead,Kim Harrison,"60,111",4.29,29,"2,137"
17800,Dance Dance Dance,Haruki Murakami,"51,018",4.03,27,"2,130"
3754016,Shadow's Edge,Brent Weeks,"73,653",4.27,25,"2,128"
23529,From Hell,Alan Moore,"27,529",4.16,31,"2,128"
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"197,489",3.97,23,"2,126"
42692,Mila 18,Leon Uris,"20,717",4.27,33,"2,124"
77773,To Say Nothing of the Dog,Connie Willis,"26,594",4.13,25,"2,121"
2845024,Anathem,Neal Stephenson,"51,472",4.18,26,"2,121"
15724396,The Sword of Summer,Rick Riordan,"97,810",4.26,27,"2,116"
12177850,A Song of Ice and Fire,George R.R. Martin,"39,140",4.63,28,"2,115"
32424,Lightning,Dean Koontz,"48,364",4.06,27,"2,114"
18386,The Death of Ivan Ilych,Leo Tolstoy,"59,876",4.04,32,"2,113"
153780,Trickster's Queen,Tamora Pierce,"48,662",4.28,28,"2,111"
13836,Wild Magic,Tamora Pierce,"58,396",4.33,32,"2,109"
1609451,Change of Heart,Jodi Picoult,"92,570",3.91,33,"2,108"
3754026,Beyond the Shadows,Brent Weeks,"71,739",4.29,26,"2,108"
93575,Gaudy Night,Dorothy L. Sayers,"17,462",4.25,31,"2,107"
126609,Sister Carrie,Theodore Dreiser,"31,687",3.73,34,"2,105"
45100,Ship of Magic,Robin Hobb,"45,530",4.13,24,"2,103"
18864,The Rum Diary,Hunter S. Thompson,"44,638",3.83,25,"2,101"
2146957,Grip of the Shadow Plague,Brandon Mull,"69,469",4.26,27,"2,098"
1427,The Zahir,Paulo Coelho,"58,103",3.56,27,"2,097"
91203,Three Comrades,Erich Maria Remarque,"18,021",4.48,28,"2,097"
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,"59,862",3.92,32,"2,095"
586472,The Right Stuff,Tom Wolfe,"34,007",4.23,29,"2,095"
53447,El túnel,Ernesto Sabato,"30,197",4.04,23,"2,090"
13453029,Wool Omnibus,Hugh Howey,"127,284",4.24,25,"2,087"
18130,A Wind in the Door,Madeleine L'Engle,"96,570",4.07,41,"2,085"
6686092,Lies,Michael  Grant,"53,500",4.09,26,"2,084"
5167,Cane River,Lalita Tademy,"41,055",4.04,31,"2,084"
96358,Batman: The Killing Joke,Alan Moore,"132,026",4.37,29,"2,083"
14384,A Hunger Like No Other,Kresley Cole,"55,083",4.21,28,"2,081"
17029526,Never Too Far,Abbi Glines,"104,741",4.21,28,"2,080"
114230,Bartleby the Scrivener,Herman Melville,"33,620",3.90,28,"2,077"
1099301,The Name of This Book Is Secret,Pseudonymous Bosch,"43,649",4.05,27,"2,077"
30262,"The Good, the Bad, and the Undead",Kim Harrison,"54,382",4.26,29,"2,076"
13145,Along Came a Spider,James Patterson,"331,109",4.09,34,"2,074"
183660,Fairest,Gail Carson Levine,"53,477",3.87,31,"2,073"
8962,A Living Nightmare,Darren Shan,"44,323",4.07,25,"2,068"
46544,The Shelters of Stone,Jean M. Auel,"36,444",3.80,29,"2,066"
846984,"Love, Stargirl",Jerry Spinelli,"33,334",3.81,27,"2,066"
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"379,175",3.90,28,"2,064"
12448,"Look Homeward, Angel",Thomas Wolfe,"10,795",3.94,26,"2,061"
12983100,World After,Susan Ee,"72,726",4.21,25,"2,054"
44234,The Civil War: A Narrative,Shelby Foote,"6,235",4.53,26,"2,051"
13929,Wildwood Dancing,Juliet Marillier,"23,657",4.09,25,"2,050"
28078,The Birth of Venus,Sarah Dunant,"83,435",3.79,27,"2,041"
823,Quicksilver,Neal Stephenson,"31,539",3.92,25,"2,039"
23174274,Glass Sword,Victoria Aveyard,"102,489",3.94,22,"2,037"
341735,Replay,Ken Grimwood,"21,704",4.16,25,"2,035"
10560331,"Out of Sight, Out of Time",Ally Carter,"44,024",4.34,26,"2,035"
112803,The Story of My Experiments With Truth,Mahatma Gandhi,"34,966",4.07,25,"2,034"
5217282,Secrets of the Dragon Sanctuary,Brandon Mull,"64,123",4.36,27,"2,033"
190361,Obsidian Butterfly,Laurell K. Hamilton,"55,137",4.08,29,"2,033"
20821111,The Young Elites,Marie Lu,"77,759",3.93,25,"2,031"
1661957,Wake,Lisa McMann,"73,030",3.75,31,"2,031"
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"257,093",4.08,26,"2,030"
2986865,Eon: Dragoneye Reborn,Alison Goodman,"49,003",3.98,24,"2,029"
11925514,Code Name Verity,Elizabeth Wein,"70,074",4.07,23,"2,026"
1278752,The House at Riverton,Kate Morton,"83,341",3.94,26,"2,026"
81227,Infidel,Ayaan Hirsi Ali,"64,426",4.20,25,"2,024"
1249630,Os Maias,Eça de Queirós,"13,268",3.99,24,"2,021"
13125947,Reached,Ally Condie,"121,229",3.56,27,"2,020"
9820,Crossing to Safety,Wallace Stegner,"29,759",4.16,25,"2,019"
11947156,Prince of Wolves,Quinn Loftis,"31,236",4.06,24,"2,019"
11387515,Wonder,R.J. Palacio,"449,109",4.45,23,"2,019"
234184,Stone of Tears,Terry Goodkind,"91,964",4.11,26,"2,015"
34504,Wyrd Sisters,Terry Pratchett,"72,410",4.11,34,"2,014"
18189606,Since You've Been Gone,Morgan Matson,"69,484",4.18,22,"2,013"
46777,Tithe,Holly Black,"61,789",3.74,26,"2,013"
79834,Lust for Life,Irving Stone,"16,429",4.20,26,"2,012"
8811134,Fear,Michael  Grant,"38,062",4.25,26,"2,011"
29580,Second Foundation,Isaac Asimov,"109,766",4.24,29,"2,011"
17255265,This Man Confessed,Jodi Ellen Malpas,"66,843",4.42,25,"2,011"
5047880,Hunger,Michael  Grant,"67,404",4.02,28,"2,004"
19312,The Brothers Lionheart,Astrid Lindgren,"21,717",4.36,26,"2,004"
144350,The Battle for Skandia,John Flanagan,"68,985",4.32,24,"1,997"
4625,The Complete Short Stories,Ernest Hemingway,"30,829",4.28,32,"1,996"
384597,Arcadia,Tom Stoppard,"16,659",4.19,22,"1,992"
48318,The Solitaire Mystery: A Novel About Family and Destiny,Jostein Gaarder,"17,493",4.16,22,"1,989"
18776097,Forsaken,Lisa Renee Jones,"1,828",4.14,20,"1,988"
45108,Fool's Fate,Robin Hobb,"50,529",4.39,24,"1,984"
18251020,Life Song,Christine M. Knight,70,4.27,20,"1,983"
6944032,Night Pleasures,Sherrilyn Kenyon,"63,302",4.22,32,"1,983"
20170404,Station Eleven,Emily St. John Mandel,"204,255",4.02,22,"1,983"
333867,The Stars My Destination,Alfred Bester,"34,166",4.13,25,"1,980"
112077,The Game of Kings,Dorothy Dunnett,"6,201",4.21,21,"1,976"
31336,The Tale of the Body Thief,Anne Rice,"73,175",3.71,31,"1,975"
18301124,Making Faces,Amy Harmon,"44,259",4.36,24,"1,973"
24431,Trickster's Choice,Tamora Pierce,"49,097",4.27,28,"1,969"
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"73,071",4.15,31,"1,968"
46227,Ask the Dust,John Fante,"21,627",4.13,23,"1,968"
24335,The Trumpet of the Swan,E.B. White,"57,377",4.06,27,"1,965"
16069030,The Winner's Curse,Marie Rutkoski,"70,145",4.02,24,"1,965"
5348,The Testament,John Grisham,"88,560",3.83,35,"1,962"
9378297,Anna Dressed in Blood,Kendare Blake,"81,338",3.95,25,"1,959"
6534,Postmortem,Patricia Cornwell,"178,781",4.01,34,"1,956"
172327,The Ersatz Elevator,Lemony Snicket,"100,590",4.01,29,"1,955"
13605723,Sentinel,Jennifer L. Armentrout,"27,418",4.49,26,"1,954"
6101718,The Magicians,Lev Grossman,"176,032",3.48,23,"1,951"
64481,A Northern Light,Jennifer Donnelly,"32,995",3.83,25,"1,950"
13895,The Fires of Heaven,Robert Jordan,"108,367",4.13,29,"1,949"
36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,"69,687",3.97,29,"1,946"
31072,Under the Volcano,Malcolm Lowry,"18,591",3.80,24,"1,946"
30324,Blood and Chocolate,Annette Curtis Klause,"35,419",3.77,28,"1,943"
1128434,The Last Wish,Andrzej Sapkowski,"61,155",4.20,23,"1,941"
10775,The Garden of Eden,Ernest Hemingway,"14,213",3.74,27,"1,940"
7991200,Angel,L.A. Weatherly,"29,852",3.88,23,"1,940"
74389,The Plains of Passage,Jean M. Auel,"43,333",3.78,30,"1,938"
31337,Blackwood Farm,Anne Rice,"27,749",3.85,28,"1,935"
82970,Lucky,Alice Sebold,"83,948",3.77,28,"1,933"
99329,"The History of Tom Jones, a Foundling",Henry Fielding,"27,869",3.73,30,"1,933"
65112,The End,Lemony Snicket,"72,485",3.99,31,"1,932"
100924,Perelandra,C.S. Lewis,"32,717",3.97,25,"1,932"
12033455,I've Got Your Number,Sophie Kinsella,"158,447",3.93,23,"1,928"
5941233,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice",Christopher Pike,"31,305",3.82,27,"1,927"
32831,The Mysterious Island,Jules Verne,"35,730",4.09,30,"1,917"
365990,The Crossing,Cormac McCarthy,"24,864",4.12,25,"1,916"
2754510,Storm Born,Richelle Mead,"27,132",3.90,25,"1,911"
13637412,ساق البامبو,سعود السنعوسي,"41,635",4.24,21,"1,908"
27362503,It Ends with Us,Colleen Hoover,"111,721",4.42,22,"1,907"
46601,An Echo in the Darkness,Francine Rivers,"34,586",4.61,24,"1,905"
1000751,Pollyanna,Eleanor H. Porter,"64,326",3.95,30,"1,905"
34502,Soul Music,Terry Pratchett,"53,256",4.02,31,"1,904"
7670,The Andromeda Strain,Michael Crichton,"185,126",3.88,33,"1,903"
364826,سینوهه,Mika Waltari,"12,494",4.09,22,"1,903"
294459,Miss Lonelyhearts / The Day of the Locust,Nathanael West,"8,380",3.92,26,"1,901"
8722,Burr,Gore Vidal,"6,960",4.07,22,"1,900"
70561,The Gulag Archipelago 1918-1956,Aleksandr Solzhenitsyn,"13,472",4.17,26,"1,898"
2855034,Nation,Terry Pratchett,"27,388",4.05,24,"1,898"
7954556,One Grave at a Time,Jeaniene Frost,"38,600",4.24,28,"1,896"
11454587,Spell Bound,Rachel Hawkins,"51,775",4.09,23,"1,891"
350684,"Whitney, My Love",Judith McNaught,"25,754",4.19,25,"1,890"
34511,Monstrous Regiment,Terry Pratchett,"49,880",4.19,27,"1,890"
17673620,Vampire Origins - Project Ichorous,Riley Banks,140,3.90,20,"1,888"
77160,Across the Nightingale Floor,Lian Hearn,"29,742",4.06,23,"1,882"
10798416,The Statistical Probability of Love at First Sight,Jennifer E. Smith,"98,819",3.79,21,"1,881"
9634643,In and Out of Step,Christine M. Knight,90,4.16,19,"1,880"
448873,The Thief,Megan Whalen Turner,"47,103",3.91,23,"1,879"
11733898,Torment,Lindsay Anne Kendal,332,3.96,20,"1,878"
163977,Tortilla Flat,John Steinbeck,"35,845",3.83,31,"1,878"
1067,1776,David McCullough,"145,484",4.06,26,"1,875"
11733930,Revelations,Lindsay Anne Kendal,269,4.00,20,"1,875"
46202,Magic Study,Maria V. Snyder,"58,496",4.06,24,"1,875"
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"100,548",4.04,21,"1,874"
10345927,A Million Suns,Beth Revis,"47,031",4.04,25,"1,873"
608474,The Sign of Four,Arthur Conan Doyle,"76,092",3.95,24,"1,871"
26073150,A Court of Mist and Fury,Sarah J. Maas,"152,685",4.71,20,"1,870"
11861062,Starters,Lissa Price,"36,550",3.91,23,"1,866"
259836,Dragons of Autumn Twilight,Margaret Weis,"87,127",4.02,25,"1,865"
6919272,Saphirblau,Kerstin Gier,"56,628",4.18,22,"1,863"
7186,La Dame aux Camélias,Alexandre Dumas fils,"24,326",3.98,22,"1,862"
870,"Fullmetal Alchemist, Vol. 1",Hiromu Arakawa,"97,750",4.49,21,"1,859"
13253276,Through the Ever Night,Veronica Rossi,"61,003",4.16,26,"1,858"
42696,Trinity,Leon Uris,"17,440",4.23,28,"1,857"
639864,Autobiography of a Yogi,Paramahansa Yogananda,"33,492",4.22,20,"1,856"
31343,Pandora,Anne Rice,"37,871",3.74,27,"1,855"
226378,A Hero of Our Time,Mikhail Lermontov,"36,170",4.11,23,"1,852"
472343,Duma Key,Stephen King,"82,795",3.93,28,"1,851"
34506,The Light Fantastic,Terry Pratchett,"92,880",3.95,28,"1,850"
6686101,Plague,Michael  Grant,"43,227",4.18,24,"1,849"
421129,Undead and Unwed,MaryJanice Davidson,"48,550",3.81,23,"1,848"
359410,Elsewhere,Gabrielle Zevin,"44,159",3.91,26,"1,846"
18553,The Cay,Theodore Taylor,"28,114",3.74,23,"1,845"
34507,Equal Rites,Terry Pratchett,"107,764",4.00,32,"1,840"
91981,The Dragonbone Chair,Tad Williams,"50,586",3.95,24,"1,837"
16429619,The Kiss of Deception,Mary E. Pearson,"56,305",4.05,20,"1,831"
218467,Lucifer's Hammer,Larry Niven,"35,710",3.98,25,"1,829"
9570,Another Roadside Attraction,Tom Robbins,"28,557",3.98,31,"1,824"
530848,Eighth Grade Bites,Heather Brewer,"32,115",3.93,24,"1,822"
12396528,Hollow City,Ransom Riggs,"143,144",4.07,23,"1,822"
62446,The Prince and the Pauper,Mark Twain,"93,720",3.84,38,"1,820"
23766634,A Court of Wings and Ruin,Sarah J. Maas,"95,395",4.53,20,"1,820"
77430,Master and Commander,Patrick O'Brian,"36,890",4.11,25,"1,819"
77366,The Hero and the Crown,Robin McKinley,"45,724",4.21,26,"1,816"
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"447,564",3.97,21,"1,812"
618177,Legend,David Gemmell,"21,692",4.25,21,"1,811"
5310515,When You Reach Me,Rebecca Stead,"70,807",4.08,21,"1,809"
11300302,Alice in Zombieland,Gena Showalter,"34,444",4.05,20,"1,809"
1966969,Fire Study,Maria V. Snyder,"46,194",3.95,22,"1,807"
6063187,Twenties Girl,Sophie Kinsella,"130,522",3.82,21,"1,806"
153784,First Test,Tamora Pierce,"44,026",4.24,26,"1,805"
254308,Oblomov,Ivan Goncharov,"22,190",4.01,22,"1,805"
133954,Washington Square,Henry James,"15,143",3.67,27,"1,804"
2442,Witches Abroad,Terry Pratchett,"57,434",4.21,30,"1,803"
11741,Housekeeping,Marilynne Robinson,"31,912",3.82,26,"1,803"
116236,The Education of Little Tree,Forrest Carter,"12,283",4.09,29,"1,802"
127823,The Icebound Land,John Flanagan,"54,900",4.22,22,"1,802"
